
2026-09-11T16:27:18.002870 [info     ] Neighborhood retrieval (1-hop): 130 nodes and 1086 edges in 0.08s [cognee.shared.logging_utils]

2026-09-11T16:27:18.062242 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=99baf125-81c6-5aa6-9eeb-44fc9615f59c [HybridRetriever]

2026-09-11T16:27:18.062525 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=5bd5911f-b44f-5fa3-8f6f-ff08a679e747 [HybridRetriever]

2026-09-11T16:27:18.062987 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=22cf65a9-2741-5cb7-bc15-9a72b00c7aae [HybridRetriever]

2026-09-11T16:27:18.063169 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=443815fa-ed96-5933-b439-a9e7d6166da9 [HybridRetriever]

2026-09-11T16:27:18.063273 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=ddd23866-45aa-5b57-8ffe-fdb76677e1ff [HybridRetriever]

2026-09-11T16:27:18.063363 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=339d32c0-48be-590a-8857-f747d4a88687 [HybridRetriever]

2026-09-11T16:27:18.063445 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=991e145c-eadc-58e8-849b-d346b7a6e5e2 [HybridRetriever]

2026-09-11T16:27:18.063518 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=e5116894-8ad4-576f-abae-01ddd6d3485f [HybridRetriever]

2026-09-11T16:27:18.063604 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=543eec8c-6267-5579-92ba-e29308f35e09 [HybridRetriever]

2026-09-11T16:27:18.089987 [info     ] Neighborhood retrieval (1-hop): 237 nodes and 2771 edges in 0.14s [cognee.shared.logging_utils]

2026-09-11T16:27:18.103243 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=a7fe56e1-04db-553b-9949-053c6a3f4657 [HybridRetriever]

2026-09-11T16:27:18.103483 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=043f0e2a-1b1f-5da6-a08d-013fe8d25efa [HybridRetriever]

2026-09-11T16:27:18.103807 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=a9c43ba0-a802-5f86-8cd9-6ae088b39f6c [HybridRetriever]

2026-09-11T16:27:18.103895 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=ddd23866-45aa-5b57-8ffe-fdb76677e1ff [HybridRetriever]

2026-09-11T16:27:18.103978 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=0d65e4e1-0a6d-58c1-9bab-702ddc83ec86 [HybridRetriever]

2026-09-11T16:27:18.104057 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=ffa5db72-5f50-5833-8f5c-8934ce1712ff [HybridRetriever]

2026-09-11T16:27:18.104178 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=7f3f3e3b-86d6-5208-8652-ba81f01ac91b [HybridRetriever]
[FLAGS] ruxithid   quotes 1/2 ok, nouns 13/15 ok

2026-09-11T16:27:45.264908 [info     ] Neighborhood retrieval (1-hop): 76 nodes and 580 edges in 0.07s [cognee.shared.logging_utils]

2026-09-11T16:27:45.325926 [info     ] Neighborhood retrieval (1-hop): 219 nodes and 2461 edges in 0.12s [cognee.shared.logging_utils]

2026-09-11T16:27:45.339632 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=87e239ef-aa43-50f1-8e7e-d17d343dfaca [HybridRetriever]

